answer,summary
글로벌 인재에게는 무엇보다 외국어가 필수 요소라고 생각합니다. 그리고 여러 매체를 통해서 전 세계 모두와 공유하고 보여줄 수 있는 많은 매체들의 툴 등을 다룰 수 있는 컴퓨터 전반적인 이해가 필요한 것 같습니다. 저는 영어와 러시아에 대한 애정이 남달랐기 때문에 지금도 두 언어를 매일 접할 수 있도록 노력하고 온라인 강의 등을 통해 컴퓨터를 사용한 프로그래밍 강의 등을 꾸준히 듣고 있습니다.,글로벌 인재에게 외국어는 필수 요소입니다. 매체들의 툴 등을 다룰 수 있는 컴퓨터 전반적인 이해가 필요합니다. 그래서 온라인 강의 등을 통해 컴퓨터 프로그래밍 강의 등을 듣고 있습니다.
저는 남들과 다른 경쟁력을 키우기 위해 우선은 여러 부분에 관심을 갖고 제가 어떤 부서에서 어떤 업무를 담당하던지 책임감 있게 임하고 마무리까지 잘 하는 것이 필요하다는 판단에서 배울 수 있는 모든 것을 배웠습니다. 사무에 필요한 기술들과 디자인에 필요한 기술들 프로그램 등을 다룰 때 두려움을 갖지 않기 위해서 새로운 것들에 대한 배움의 즐거움과 유익을 떠올리고 항상 도전하는 자세를 유지해 왔습니다.,"저는 남들과 다른 경쟁력을 키우기 위해 제가 어떤 부서, 어떤 업무를 담당하던지 책임감 있게 임하고 마무리까지 잘 하는 것이 필요하다는 것을 배웠습니다."
커뮤니케이션을 잘하는 저만의 스킬은 바로 큰 반응과 호응입니다. 사람은 누구나 자신의 이야기에 귀 기울이는 사람들에게 더 친밀함을 느끼고 마음의 문이 열리기 마련입니다. 저는 잘 듣고 크게 호응도 하고 고개도 끄덕이면서 경청하는 것을 아주 잘합니다. 그리고 무엇보다 역지사지의 마음으로 상대를 대하다 보면 어느 순간 대화가 잘 통하고 관계의 거리를 조금이나마 줄일 수 있습니다.,저는 크게 호응하고 호응하는 것을 아주 잘합니다. 그리고 역지사지의 마음으로 상대를 대하다 보면 어느 순간 대화가 잘 통하고 관계의 거리를 줄일 수 있습니다.
네 물론입니다. 저는 지방의 전문대를 졸업했습니다. 하지만 전공을 공부하면서 더 깊이 공부하고 싶었고 사 년제의 편입을 일 학년 때부터 준비해서 전문대 졸업과 동시에 서울 사 년제 제가 원하는 대학에 삼 학년으로 편입하는 데 성공하였습니다. 전문대 강의가 끝나면 도서관에서 거의 시간을 보냈던 기억이 납니다. 합격 소식을 듣고 정말 너무 너무 기뻤습니다. 그리고 전문대 시절부터 꿈꾸던 것이 제가 전공한 러시아어를 꼭 현지에서 써보고 싶다는 것이었습니다. 그 부분도 마지막 학기를 남겨놓고 모스크바 일 년 동안 어학연수를 다녀올 수 있는 기회가 생겨서 그 꿈도 이룰 수 있었습니다.,지방의 전문대를 졸업했지만 전공을 더 깊이 공부하고 싶었고 사년제의 편입을 준비해서 원하는 대학에 삼 학년으로 편입했습니다. 합격 소식을 듣고 너무 기뻤고 전공한 러시아어를 꼭 현지에서 써보고 싶다는 꿈도 이루었습니다.
저는 여러 경우를 경험했습니다. 같이 준비할 때는 빠지고 얌체처럼 발표만 해서 좋은 평가를 가로채는 사람도 보았고 함께 찾아야 하는 자료를 찾지 않고 약속을 지키지 않는 사람도 보았습니다. 협업에 있어서 가장 중요한 것은 팀웍이라고 생각합니다. 그리고 얼마나 업무를 잘 분배하느냐도 중요한 점입니다. 아마 대부분의 사람들은 자신이 좀 더 편하고 쉬운 일을 맡고 어려운 것은 피하고 싶어 합니다. 그래서 협업을 할 때는 팀 내의 중심을 잘 잡아줄 리더가 필요하고 서로 간의 소통이 잘 이루어져서 자신의 업무 능력과 상황 등을 솔직하게 잘 나누고 그 가운데에서 업무 분배가 적당하게 잘 이루어져야 한다고 봅니다. 이를 위해서 저는 협업의 전체를 볼 수 있는 리더를 잘 세웠고 제일 팀 내에서 협업을 힘들어 하는 팀원에게 어려운 부분을 무조건 피하지 않게 적당히 스스로 찾을 수 있도록 가이드를 해 주었습니다. 또한 원활한 소통이 이뤄질 수 있도록 각자가 할 수 있는 분량과 포지션 등을 충분히 나눠서 좋은 협업을 이룰 수 있었습니다.,"협업에서 가장 중요한 것은 팀웍이며, 얼마나 업무를 잘 분배하느냐가 중요합니다. 팀 내의 중심을 잘 잡아줄 리더가 필요하고 서로 간의 소통이 잘 이루어져 자신의 업무 능력과 상황 등을 솔직하게 잘 나누고 그 가운데서 업무 분배가 적당하게 잘 이루어져야 합니다."
저는 회사의 분위기가 더 중요합니다. 사내 문화라고 하지요. 사원들 간의 관계가 너무 딱딱하고 업무적으로 흐르는 것 보다는 여러 사내 다양한 활동 등을 통해 회사의 한 부서에서 국한된 만남들이 아니라 회사라는 한 울타리 안에 서로 소속감을 느끼고 한 배를 탄 공동체로 따로지만 같이 함께 만들어 갈 수 있는 그런 분위기를 가진 회사를 선호합니다.,저는 회사의 분위기가 더 중요하다고 생각합니다. 사원들 간의 딱딱한 관계가 아닌 회사라는 울타리 안에 소속감을 느끼고 공동체로 함께 만들어 가는 회사를 선호합니다.
저는 여러 경우를 경험했습니다. 같이 준비할 때는 쏙 빠지고 얌체처럼 발표만 해 가지고 좋은 평가를 가로채는 사람도 보았고 함께 찾아야 하는 자료를 찾지 않고 약속도 잘 지키지 않는 사람을 보았습니다. 협업에 있어서 가장 중요한 것은 팀웍이라고 생각합니다. 그리고 얼마나 업무를 잘 분배하느냐도 중요한 점입니다. 아마 대부분의 사람들은 자신이 좀 더 편하고 쉬운 일을 맡고 어려운 것은 피하고 싶어 합니다. 그래서 협업을 할 때는 팀 내의 중심을 잘 잡아줄 리더가 꼭 필요하고 서로 간의 소통이 잘 이루어져서 자신의 업무 능력과 상황 등을 솔직하게 잘 나누고 그 가운데에서 업무 분배가 적당하게 잘 이루어져야 한다고 봅니다.,"협업에서 가장 중요한 것은 팀웍이며, 얼마나 업무를 잘 분배하느냐가 중요합니다. 팀 내의 중심을 잘 잡아줄 리더가 꼭 필요하고 서로 간의 소통이 잘 이루어져 자신의 업무 능력과 상황 등을 솔직하게 잘 나누고 그 가운데에서 업무 분배가 잘 이루어져야 합니다."
네 저는 지금 애완견 카페 관련 어플 제작 프로젝트에 참여 중입니다. 요즘 반려견과 반려묘를 키우는 인구가 많이 늘어났는데요. 그에 비해서 카페에 같이 동반할 수 있는 곳을 찾기가 너무 어렵다는 것을 알았고 그런 분들을 위해 애완견 카페 위치 등을 표시하는 어플을 제작하는 프로젝트에 참여 중입니다. 저와 팀원은 총 네 명이고 모두 다 제가 훈련 받았을 때 같이 훈련 받았던 동기들로 구성되어 있습니다. 프로젝트 내에서는 저는 디자인 쪽 업무를 담당하고 있습니다. 귀여운 동물 캐릭터가 필요하기 때문에 평소에 포토샵과 일러스트레이션 기술을 익힌 제가 디자인 쪽을 담당하고 있습니다.,저는 요즘 반려견과 반려묘를 키우는 인구가 너무 많아서 카페에 같이 동반할 수 있는 곳을 찾기가 너무 어렵다는 것을 알고 현재 반려견 카페 위치 등을 표시하는 어플 제작 프로젝트에 참여 중입니다. 프로젝트 내에서는 디자인 쪽을 담당하고 있습니다.
저는 일단 트러블을 좋아하지 않습니다. 그리고 어떤 일이 벌어졌을 때 당황하지 않고 먼저는 저와 다른 환경에서 자라난 상대방이라는 것을 인정하고 그 트러블의 원인이 어디에서 기인했나 먼저 깊이 생각할 것 같습니다. 상사와 트러블이 그 원인이 저에게 있다면 당연히 제가 바꿔야 될 부분이고 사과 드려야 될 부분이고 하지만 제가 깊이 생각했을 때 그것이 상사에게 문제가 있다면은 저는 허심탄회하게 상사 분이더라도 말씀드릴 것 같습니다. 대신에 화를 내는 것이 아니라 저의 상황과 그럴 수 밖에 없었던 원인과 이유를 설명 드리면서 똑같은 일이 발생되지 않도록 미리 잘 조율해 주십사 말씀드릴 것 같습니다.,저는 트러블을 좋아하지 않으며 어떤 일이 벌어졌을 때 당황하지 않고 먼저 저와 다른 환경에서 자라난 상대방이라는 것을 인정하고 그 원인이 어디에서 기인했나 생각해봐야 할 것 같습니다. 상사에게 문제가 있다면 제가 사과드려야 할 것입니다.
저는 여러 가지 면에서 검색하는 것을 즐기고 검색을 많이 이용하는 편인데요. 특히나 검색 엔진을 이용한 검색을 굉장히 많이 하는 편이고 네이버나 다음과 같은 한국의 검색 엔진을 많이 사용하기도 하고 그 외에 유튜브나 구글과 같은 여러 가지 외국의 검색 엔진을 많이 사용하기도 합니다. 구글이나 네이버 다음과 같은 경우에는 검색 엔진 자체만을 위해서 굉장히 특화되어 있는 시스템이라고 생각합니다만 어 반대로 유튜브는 검색 자체만을 위한 플랫폼이 아니라 영상을 업로드하고 그 안에서 정보를 추가적으로 제공하는 그러니까 뭔가 활자인 글에 특화된 플랫폼은 아니라고 생각을 하는데요. 그럼에도 불구하고 제가 유튜브를 최근에 다른 검색 채널보다 조금 더 비율적으로 많이 이용하고 있는 이유는 그것이 굉장히 방대하고 신선한 정보들을 가지고 있기 때문입니다. 그리고 조금 더 질이 좋은 정보들이 요새 생산되기도 하고 어 어떤 그 정보를 만들어내는 생산자에 대한 리워드 시스템이 굉장히 잘 되어 있기 때문에 그런 검색을 하거나 커뮤니케이션을 하는 시스템이 잘 이렇게 자리를 잡고 있다고 생각하고 그렇게 자리를 잡고 있는 시스템이 어 저에게 굉장한 만족감을 주기도 하고 굉장히 유쾌하고 흥미로운 정보와 만나야 확률이 굉장히 높기 때문에 저는 여러 가지 검색 엔진 중에서도 유튜브를 가장 많이 사용하는 편입니다.,유튜브는 영상을 업로드하고 그 안에서 정보를 추가적으로 제공하는 활자인 글에 특화된 플랫폼은 아닙니다. 하지만 최근에 다른 검색 채널보다 조금 더 비율적으로 많이 이용하고 있는 이유는 그것이 굉장히 방대하고 신선한 정보들을 가지고 있기 때문입니다. 그리고 좀 더 질이 좋은 정보들이 생산되기도 하고 그것을 만들어내는 생산자에 대한 리워드 시스템이 잘 되어 있기 때문에 굉장히 흥미로운 정보와 만나야 확률이 굉장히 높기 때문입니다.
협업을 진행하는 데 있어서 어려움은 당연히 있습니다. 어 협업 자체가 가진 특성이 누군가에게 혹시 시간이 맞지 않는다 혹은 한 명이라도 그 업무에 성실하거나 제대로 참여하지 못한다면 그 업무가 굉장히 비효율적으로 돌아갈 수 있다는 생각이 드는데요. 이를테면 다섯 명이 참여해야 하는 업무에서도 한 명이나 두 명 정도가 그 업무에 참여하기 위한 시간을 내기가 어려울 때 그것은 사실상 다섯 명이서 하는 프로젝트지만 어 세 명이서만 다섯 명의 업무를 떠맡아야 하고 나머지 두 명은 조금 더 어 그 업무를 소홀히 하면서 협업은 이어져 나가야 한다는 점에서 보다 비효율적인 업무 구성이 된다는 어 안타까운 점 단점이 있다고 생각합니다. 그 협업에서 제일 중요한 것이 그래서 저는 스케줄링이라고 생각하는데요. 그런 스케줄링이 명확히 되지 않을 때 혹은 힘들 때 그런 점을 어떻게 개선할 수 있는지 우리끼리 이야기를 해보는 과정이 굉장히 중요하다고 생각합니다. 그래서 협업을 하면서 그 어려운 점을 해결하기 위해서 어 각자 일정을 가장 먼저 체크하려고 노력했고 그 일정이 많지 않는 뭐 팀원들과는 일단 협업 자체를 시작하지 않는 방향으로 혹은 맡지 않은 팀원이 하고 싶다는 의사를 표현한다고 한다면 그들이 어떤 일정에 명확히 참여할 수 있을지를 확정한 뒤에 어떤 식으로든 그거를 조정할 수 있는 방안에 하나 두고 그런 식으로 팀워크를 발휘할 수 있도록 처음부터 팀원 구성을 그렇게 하려고 했던 기억이 어 제게 있습니다.,"협업 자체가 가진 특성이 누군가에게 혹시 시간이 맞지 않는다 혹은 한 명이라도 그 업무에 성실하거나 제대로 참여하지 못한다면 그 업무가 굉장히 비효율적으로 돌아갈 수 있습니다. 협업에서 제일 중요한 것이 스케줄링이라고 생각하는데, 그런 스케줄링이 명확히 되지 않을 때 혹은 힘들 때 어떻게 개선할 수 있는지 우리끼리 이야기를 해보는 과정이 굉장히 중요하다고 생각합니다."
저는 어 이 세계가 굉장히 다원화되고 어 사회 자체가 어떤 원칙적인 면모 혹은 어떤 그 기본적인 공식적인 것들로 사회를 파악하기에는 너무도 다양화 다원화되었다고 생각합니다. 그렇기 때문에 어 한 가지 지식에 있어서만 파고들고 그것에 대해서 전문성을 가지고 있는 게 그 분야에 대한 어떤 기여를 하는 데 있어서는 굉장히 좋은 장점이 될 수 있습니다마는 사람으로서 혹은 어 어떤 사회에 대한 이해나 통찰력 전반적인 부분에 대한 어 능력을 파악하기 위해서는 한 가지 업무나 학문에 대해서만 깊게 파고드는 것이 아닌 전반적으로 많은 업무에 대해서 이해하고 그런 학문에 대한 굉장히 넓은 관심과 지식층을 가지고 있는 것이 정말 중요하고 그것이 글로벌 인재가 되기 위해서 반드시 필요한 요건 중 하나라고 생각합니다. 그러니까 정리해서 말씀드리자면 어 통찰력을 키우기 위한 다량의 지식이나 어떤 다양한 분야에 흥미를 가지고 있는 것 그것이 글로벌 인재라고 불리기 위해서 굉장히 필수적인 요소라고 생각하고 이를 키우기 위해서 가장 좋은 방법 중 하나는 저는 언어를 다양하게 하는 것이라고 생각하는데요. 그 언어를 어떤 식으로 구사할 수 있는지 그리고 어떻게 그 언어적인 특성이나 문화를 이해할 수 있는지 그런 점을 파고들다 보면 보다 다양하게 글로벌 인재가 될 수 있는 통찰력을 얻어낼 수 있다고 저는 생각하고 있습니다.,글로벌 인재가 되기 위해서는 다량의 지식이나 다양한 분야에 흥미를 가지는 것이 중요하다고 생각합니다. 이를 위해 가장 좋은 방법은 언어를 다양하게 하는 것이라고 생각합니다. 언어를 어떤 식으로 구사하고 어떻게 그 언어적인 특성이나 문화를 이해할 수 있는지 그런 점을 파고들다 보면 보다 다양하게 글로벌 인재가 될 수 있는 통찰력을 얻어낼 수 있다고 생각하고 있습니다.
보고서나 기안 결재를 위한 문서를 작성하고 보고해 본 경험은 저에게 많지는 않지만 어 한 일 개월 정도 일을 겪어본 경험이 있습니다. 제가 방학 때 그 어 저희 시에서 하는 행정 인턴 생활을 겪어본 적이 있는데요. 그 행정 인턴 생활을 하면서 사실 저는 어떤 행정적인 업무에 대한 그 열망이라든지 그런 업무를 해보고 싶다는 생각은 없었지만 굉장히 많은 친구들이 그 인턴 업무에 지원을 하기도 하고 그 지원하는 것이 되게 단순히 재미있어 보인다는 이유 등으로 어 그것에 도전을 하게 되었고 굉장히 운 좋게 그 업무에 뽑혀서 업무를 할 수 있게 되었던 적이 있는데요. 보고서를 직접 작성하고 특히나 공적인 보고서는 명확한 틀이 있고 그것을 어떻게 해야 하는지 구성되는 면이 있어서 처음 중간 끝에 들어가야 할 부분이 무엇이고 문제 상황이 있다면 그 문제 상황에 대한 중간 지점 마지막 해결 방안은 어떻게 돼야 되는지 명확하기 때문에 그런 것들을 틀에 맞춰서 채워 놓고 그 다음에 어떤 기간까지 그 결재를 위해서 누군가에게 그 서류를 가지고 가고 그리고 그 서류에 어 결재를 받아오는 것까지 직접 경험해 본 적이 있습니다. 어 작은 회사들에서도 그걸 경험해 본 것이 있는데 요새는 일단 수기로 결재를 하기보다는 디지털의 방식으로 그 결재를 다양화한 지점들이 있기 때문에 그런 것들을 직접 경험해 본 그 측면이 있고 또 직접 시켜 주신다고 해도 저는 회사 업무에서 잘 해낼 자신이 있다고 말씀드리겠습니다.,보고서나 기안 결재를 위한 문서를 작성하고 보고해 본 경험은 많지는 않지만 한 일 개월 정도 일을 겪어본 경험이 있습니다. 행정 인턴 생활을 하면서 많은 친구들이 지원을 하기도 하고 재미있어 보인다는 이유 등으로 도전을 하게 되었고 굉장히 운 좋게 업무에 뽑혀 업무를 할 수 있게 되었습니다. 보고서를 직접 작성하고 특히 공적인 보고서는 명확한 틀에 맞춰서 채워 놓고 어떤 기간까지 결재를 위해서 누군가에게 서류를 가지고 가고 결재를 받아오는 것까지 직접
저는 사실 음 아직까지 제가 남들에게 비해서 상위 일 퍼센트 정도의 어 능력을 가지고 있는 사람은 아니라고 생각합니다. 물론 그런 능력을 가지고 있을 수도 있겠죠. 제가 아직 저 스스로의 능력을 발견하지 못한 걸 수도 있습니다마는 제가 지금 면접관님 앞에서 명확하게 저는 이 정도의 상위 일 퍼센트 능력을 가지고 있습니다 라고 자신 있게 말씀드릴 수 있을 만한 능력이 바로는 떠오르지 않습니다. 물론 뭐 한 수치로 따치기는 굉장히 민망합니다만 어 십 퍼센트 정도 혹은 그 언저리에 있다고 생각하는 여러 가지 저의 능력들도 있습니다. 글쓰기라든지 말을 하고 누군가의 이야기를 들어주는 그런 능력들은 제가 남들보다 한 십 퍼센트 내 측으로 굉장히 좋은 능력을 가지고 있다고 생각합니다. 그런 면모들을 전부 다 묶어서 이야기를 하자면 그것들이 전부 다 합쳐져서 일 퍼센트 이상의 능력을 발휘할 수 있을 것이라고 생각합니다마는 그 하나하나의 능력은 제가 아직까지도 굉장히 부족하다는 거를 말씀드리고 싶었고 사실 지금은 제가 많이 부족합니다. 아직까지 어 상위 일 퍼센트 대 능력을 가지신 분들만 굉장히 많은 이 회사에 들어와 계실 수도 있고 여러 가지 기타 부분들이 많이 부족할 수도 있겠지만 그럼에도 불구하고 이 회사에 들어와서 상위 일 퍼센트 혹은 상위 영 점 일 퍼센트라고 자신 있게 말할 수 있는 능력이 생길 때까지 저는 굉장히 열심히 그리고 잘 노력할 만한 자신이 있다고 말씀드리겠습니다.,"상위 일 퍼센트 정도의 능력을 가지고 있는 사람은 아니라고 생각합니다. 글쓰기, 말하기, 이야기 들어주는 능력들은 남들보다 십 퍼센트 내 측으로 굉장히 좋은 능력을 가지고 있다고 생각합니다. 그런 면모들을 모두 합쳐 일퍼센트 이상의 능력을 발휘할 수 있을 것이라고 생각합니다만, 그 하나하나의 능력은 제가 아직까지도 굉장히 부족하다는 것을 말씀드리겠습니다."
일단 저는 면접을 준비하기 위해서 어 여러 가지 시뮬레이션을 많이 해 봤는데요. 제 모습을 동영상으로 찍어서 어떤 습관들이 있는지를 확인했던 적이 있습니다. 제가 그냥 어 이 면접을 그냥 바라보고 어 참가자가 아닌 시선으로 계속해서 다룰 때는 어떤 식으로 면접을 제가 치르고 있는지를 명확히 하지 못했던 적이 많았는데 실제로 제가 어떤 모습으로 대답하고 있고 말하고 있는지를 영상으로 찍어서 확인을 해 보니까 그것이 굉장히 명확해지더라고요. 그래서 어 한 삼십 번 이상 제가 면접 후에서 대 대답하는 모습을 계속해서 촬영해서 돌려보고 이 과정에서 있었던 나쁜 대답이 왜 나타나는 것인지 제가 면접관님들에게 시선 처리를 어떻게 하고 있는지 그리고 제 목소리 톤은 어떤 질문을 했을 때 굉장히 급격히 달라지는지 등등 제가 긴장한 티는 어디서 나는지 이런 것들을 저 스스로 확인해 보려고 많이 노력을 했습니다. 뭐 물론 학원을 다니면서 혹은 다양한 경험들이나 스터디를 통해서도 이를 확인해 보기도 했습니다마는 그런 것보다 저에게 그 마지막 한 한 주 정도는 저를 위해서 온전히 저만의 면접을 확인하고 어 이런 것들을 어떻게 잘 할 수 있는지 그 정리해 나가는 시간이 필요하다고 생각했기 때문에 계속해서 영상을 찍고 확인하고 고쳐보고 그런 것들을 반복하고 저 자신을 리뷰해 보는 시간을 굉장히 많이 가졌다고 말씀드릴 수 있을 것 같습니다.,저는 면접을 준비하기 위해 여러 시뮬레이션을 해 봤습니다. 면접을 보는 모습을 영상으로 확인해 보니 제가 어떤 모습으로 대답하고 말하고 있는지 명확해지면서 면접 후 대 대답하는 모습을 계속해서 촬영해서 돌려보고 긴장한 티는 어디서 나는지 등에 대해 스스로 확인해 보려고 많이 노력했습니다. 마지막 한 주 정도는 제만의 면접을 확인하고 정리해 나가는 시간이 필요하다고 생각했기 때문에 영상을 찍고 확인하고 반복하고 저 자신을 리뷰해 보는 시간을 많이 가졌습니다.
저는 팀으로 일하는 것보다 혼자 일하는 것을 훨씬 더 선호하는 편인데요. 혼자 일하는 것이 가진 자율성과 창의성을 굉장히 사랑하기 때문입니다. 자율적인 면모들이 가지고 있는 것과 창의적인 면모들이 좀 강조될 때 어떤 프로젝트를 진행 한다고 하던지 간에 그 프로젝트가 나아가야 할 방향성이 굉장히 음 여러 가지로 분화될 수 있다고 생각하는데요. 팀으로 일하다 보면 그 안에서는 어떤 권력 구조나 어 그들 사이에 모종의 친밀 관계 같은 것들이 작용을 해서 우리가 하는 프로젝트를 굉장히 객관적인 방향으로 바라볼 수 없게 되고 그것들을 어 어떤 입맛에 맞는 사람 혹은 어떤 권력을 가지고 있는 사람의 지시나 명령에 의해서 그 일이 계속해서 진행되고 그렇기 때문에 여섯 명이의 팀원이 있는 팀이 여섯 개의 프로젝트를 진행하는 것 보다 한 명이 그냥 여섯 번의 프로젝트를 다르게 진행해 보는 것이 조금 더 훨씬 다채로운 결과로 나와서 완성될 수 있다고 생각하는 편인데요. 팀으로 일하는 것은 그것만의 효율성이 있고 장단점이 명확하겠으나 저는 혼자서 일하는 것 만큼의 효율성이나 온전한 자율성이 보장되지 않는다고 생각하기 때문에 팀으로 일하는 것은 그렇게 많은 장점을 가지고는 있으나 그럼에도 불구하고 저는 혼자서 일하는 것을 훨씬 더 선호하는 편이고 그것이 저에게 이제까지도 조금 더 좋은 경험이나 결과를 가져다 줬기 때문에 이를 조금 더 선호하고 즐기는 편입니다.,"팀으로 일하는 것보다 혼자 일하는 것을 더 선호하는 편인데, 그 이유는 자율성과 창의성이 강조될 때 프로젝트가 나아가야 할 방향성이 분화될 수 있기 때문이습니다. 팀으로 일하는 것은 장점이 많지만, 혼자 일하는 것 만큼의 효율성이나 온전한 자율성이 보장되지 않는다고 생각하기 때문에 그렇게 많은 장점을 가지고는 있으나, 저는 혼자서 일하는 것을 훨씬 더 좋아하는 편입니다."
커뮤니케이션을 잘 할 수 있는 저만의 스케일 중 하나는 일단 최대한 그 사람의 이야기를 잘 들으려고 노력하는 것입니다. 그 사람의 이야기를 잘 듣고 있다는 것을 계속해서 확인시켜 주는 과정이 필요한데요. 피상적으로도 그 사람에게 눈을 맞추면서 그 귀를 어 세우고 고개를 끄덕 끄덕이면서 아 그 이야기 들어본 적 있어 말로도 아 맞아 저번에 그 이야기 한 적 있어 아 근데 굉장히 흥미로운 사실이다. 그거 너한테 처음 듣는 이야기야 라고 계속해서 리액션을 해주는 과정이 굉장히 어 필요하고 그런 것이 즐겁다고 말씀드릴 수 있겠습니다. 상대방의 입장에서도 자기의 이야기를 잘 들어주는 사람이 앞에 앉아서 나와 소통을 해준다고 한다면 그것만큼 굉장히 뿌듯하고 좋은 경험이 없는데요. 그런 경험들은 그 상대방에게 평소에 하려고 하지 않았던 이야기들까지 이끌어 낼 수 있는 계기가 되기도 하고 저에게 무언가 요구를 하는 상황이 온다고 해도 보다 직접적이고 어 흔쾌히 어떤 요구를 한다던지 받아들일 수 있는 상황까지 만들어 주기도 하는데요. 그렇기 때문에 커뮤니케이션을 할 때 제가 가장 중요하다고 생각하는 요소 중의 하나는 바로 앞서 말씀드렸던 것처럼 경청하는 자세입니다. 그 뒤로도 커뮤니케이션에 반드시 필요한 스킬들이 몇 가지 더 있겠습니다마는 저는 가장 중요한 스케일 중 하나가 잘 듣고 이를 통해서 공감하며 말하고 어 이야기하는 것이라고 생각합니다.,커뮤니케이션을 할 때 가장 중요하다고 생각하는 요소 중의 하나는 바로 경청하는 자세입니다. 그 뒤로도 몇 가지 더 있겠지만 저는 가장 중요한 스케일 중 하나가 잘 듣고 이를 통해서 공감하며 말하고 어 이야기하는 것이라고 생각합니다.
제가 가지고 있는 면모 중에서 저의 단점이라고 생각하는 것은 제가 너무도 계획을 세워서 행동하지 않는다는 것입니다. 계획을 세워서 행동하지 않을 때 조금 물론 장점도 있습니다. 어 어떤 즉흥적인 일에 조금 더 유연하게 대처할 수 있게 되고 그다음에 음 어떤 돌발 상황이 발생한다고 하더라도 이를 해결하는 데에 당황하지 않을 수 있다 라는 지점들이 있는데요. 그럼에도 불구하고 어떤 굉장히 시간이 촉박한 상황이 다가온다던가 정말로 중요하고 큰 프로젝트를 나누어서 해결해야 하는 일이 있는데 그 과정을 혼자서는 해결할 수 없을 때 어 이것들을 어떻게 발전시킬 수 있을지 어떻게 해 나갈 수 있을지 고민할 수 있다는 점에서 고민하기 어렵다는 점에서 저는 계획을 세워서 행동하지 못한다는 점이 저의 단점이라고 생각하고 있습니다. 이를 보완하기 위해서 저는 습관적으로 혹은 기계적으로라도 아주 작은 프로젝트의 계획을 세워보고 그 계획이 굉장히 느슨한 계획이라고 할지라도 이를 어 문서화시킨다던지 혹은 어떤 손으로라도 종이에 직접 적어서 일을 명문화한 다음에 계속해서 일을 확실히 이행했는지 안 했는지 체크리스트까지 만들어서 어 정확도를 표시한 적이 있는데요. 그런 노력들을 통해서 조금 더 체계적으로 일을 해결하고 저의 시간 관리를 해내는 그런 방식을 깨달았다고 어느 정도 말씀드릴 수 있을 것 같습니다. 이상입니다.,저는 계획을 세워서 행동하지 않는 것이 단점이라고 생각합니다. 물론 즉흥적인 일에 좀 더 유연하게 대처할 수 있고 돌발 상황이 발생해도 당황하지 않을 수 있습니다. 하지만 시간이 촉박하거나 중요하고 큰 프로젝트를 나누어서 해결해야 하는 일이 있는데 혼자서는 해결할 수 없을 때 어떻게 발전시킬 수 있을지 고민할 수 있다는 점이 저는 단점이라 생각합니다. 이를 보완하기 위해 문서를 작성하는 등의 노력을 했습니다.
저는 사내 스터디로 언어를 좀 공부하고 싶습니다. 사실 퇴근하고 외국어를 공부하고 싶지만 의지만큼 잘 진행되지 않는 것이 사실입니다. 하여 삼삼오오 모여서 같이 외국어를 공부하고 같이 뭐 영상을 본다거나 영화를 같이 봄으로써 이야기도 나누고 친목도 도모하는 그런 자리가 만들어진다면 언어 공부를 하는 것이 단순히 책만 보는 것이 아니고 상호 작용을 통해 좀 더 건설적인 방향으로 이루어질 것으로 생각하고 있습니다.,사내 스터디를 통해 외국어를 공부하고 영상이나 친목을 도모하는 자리가 만들어진다면 언어 공부가 책만 보는 것이 아닌 건설적인 방향으로 이루어질 것으로 생각합니다.
저는 캡스톤 디자인 과목이 가장 기억에 잘 남습니다. 제가 어떤 것을 만들고 싶은지 기획부터 팀원들과 함께 상의하여 실제로 아두이노를 이용해서 개 제 작품을 만들어내는 것이 가장 인상 깊게 기억이 납니다. 단순히 이론적으로만 배우던 것을 실제로 하드웨어를 통해 어 코딩을 하고 그것을 실제로 기능 구현까지 그리고 발표까지 해봤던 일련의 경험들이 큰 도움이 됐던 것으로 인상적으로 기억에 남습니다.,캡스톤 디자인 과목 중 아두이노를 이용해 작품을 만드는 것이 가장 인상 깊었습니다. 이론만 배우던 것을 실제 하드웨어를 통해 코딩하고 기능 구현하고 발표까지 해본 것이 인상 깊습니다.
네 저는 존중하고 계승하려는 태도라고 생각합니다. 우리가 무형 문화유산이기에 형체가 없어서 이것을 계승하기가 힘들다고 생각합니다. 그렇기 때문에 더욱 우리가 주의를 기울여서 선조들의 문화를 존중하고 너무 새로운 것을 좇는 것에 치중하지 않고 이를 계승하려는 노력이 필요하다고 생각합니다. 이러한 문화유산을 통해서 미래의 이 지혜와 그런 것을 활용해서 더욱 도움 도움이 될 수도 있고 발전의 밑거름이 될 수 있기 때문에 이를 존중하고 계승하려는 태도가 공동체의 가치에 입각해서 중요하다고 생각되는 사회적 관념이라고 생각합니다. 이상입니다.,무형 문화유산이기에 형체가 없어 계승하기 힘들기 때문에 선조들의 문화를 존중하고 계승하려는 노력이 필요합니다. 이러한 문화유산을 통해 미래의 지혜와 발전의 밑거름이 될 수 있기 때문입니다.
